,Alabama-apple-driving,Alabama-apple-walking,Alaska-apple-driving,Alaska-apple-walking,Arizona-apple-driving,Arizona-apple-walking,Arkansas-apple-driving,Arkansas-apple-walking,California-apple-driving,California-apple-walking,Colorado-apple-driving,Colorado-apple-walking,Connecticut-apple-driving,Connecticut-apple-walking,Delaware-apple-driving,Delaware-apple-walking,Florida-apple-driving,Florida-apple-walking,Georgia-apple-driving,Georgia-apple-walking,Hawaii-apple-driving,Hawaii-apple-walking,Idaho-apple-driving,Idaho-apple-walking,Illinois-apple-driving,Illinois-apple-walking,Indiana-apple-driving,Indiana-apple-walking,Iowa-apple-driving,Iowa-apple-walking,Kansas-apple-driving,Kansas-apple-walking,Kentucky-apple-driving,Kentucky-apple-walking,Louisiana-apple-driving,Louisiana-apple-walking,Maine-apple-driving,Maine-apple-walking,Maryland-apple-driving,Maryland-apple-walking,Massachusetts-apple-driving,Massachusetts-apple-walking,Michigan-apple-driving,Michigan-apple-walking,Minnesota-apple-driving,Minnesota-apple-walking,Mississippi-apple-driving,Mississippi-apple-walking,Missouri-apple-driving,Missouri-apple-walking,Montana-apple-driving,Montana-apple-walking,Nebraska-apple-driving,Nebraska-apple-walking,Nevada-apple-driving,Nevada-apple-walking,New Hampshire-apple-driving,New Hampshire-apple-walking,New Jersey-apple-driving,New Jersey-apple-walking,New Mexico-apple-driving,New Mexico-apple-walking,New York-apple-driving,New York-apple-walking,North Carolina-apple-driving,North Carolina-apple-walking,North Dakota-apple-driving,North Dakota-apple-walking,Ohio-apple-driving,Ohio-apple-walking,Oklahoma-apple-driving,Oklahoma-apple-walking,Oregon-apple-driving,Oregon-apple-walking,Pennsylvania-apple-driving,Pennsylvania-apple-walking,Rhode Island-apple-driving,Rhode Island-apple-walking,South Carolina-apple-driving,South Carolina-apple-walking,South Dakota-apple-driving,South Dakota-apple-walking,Tennessee-apple-driving,Tennessee-apple-walking,Texas-apple-driving,Texas-apple-walking,Utah-apple-driving,Utah-apple-walking,Vermont-apple-driving,Vermont-apple-walking,Virginia-apple-driving,Virginia-apple-walking,Washington-apple-driving,Washington-apple-walking,West Virginia-apple-driving,West Virginia-apple-walking,Wisconsin-apple-driving,Wisconsin-apple-walking,Wyoming-apple-driving,Wyoming-apple-walking
2021-04-02,208.41,210.31,165.37,179.53,154.07,179.11,193.35,217.46,142.68,142.76,147.74,183.27,148.36,159.82,180.4,215.77,159.49,193.26,186.93,227.21,113.68,122.21,212.33,241.18,155.36,185.95,171.31,135.54,184.13,194.47,170.87,225.63,189.61,214.73,134.96,74.39,157.68,216.81,152.83,175.56,138.0,138.52,144.52,168.95,137.43,194.66,192.23,261.73,168.85,224.23,214.43,256.8,188.36,197.23,178.03,241.43,148.02,190.99,143.27,167.2,162.86,209.25,131.5,93.83,172.82,203.88,157.46,220.03,161.41,183.93,178.43,180.06,158.35,166.21,151.89,142.74,161.51,189.93,217.96,245.27,223.88,284.88,190.96,229.35,162.48,200.35,198.94,244.62,134.8,124.96,166.74,161.05,168.32,164.41,188.18,157.6,166.33,222.93,187.48,231.13
2021-04-03,190.78,195.57,146.5,154.48,141.39,168.71,170.52,206.86,133.28,146.07,141.42,189.58,147.71,171.08,166.73,203.45,147.32,191.87,175.95,224.8,113.53,126.73,193.07,225.36,149.68,211.87,155.27,139.11,169.52,194.98,156.65,221.34,170.67,203.75,126.44,76.71,154.12,226.55,144.58,185.1,130.56,148.88,134.73,164.49,123.7,195.19,174.92,240.4,155.26,232.66,191.68,222.95,170.01,183.03,170.85,251.35,146.22,201.18,142.68,182.75,150.19,196.08,128.13,108.37,162.06,210.15,130.56,182.71,148.93,177.48,160.45,172.72,146.59,168.92,141.59,145.39,156.48,201.51,195.41,252.96,188.99,232.87,175.48,230.7,145.84,194.41,171.43,221.11,131.32,143.74,156.02,166.41,159.22,167.59,161.48,130.84,151.86,224.27,171.12,204.43
2021-04-04,117.87,113.1,96.79,105.62,96.96,105.07,111.74,110.3,97.76,98.09,93.41,110.58,89.38,103.3,110.13,130.73,103.75,132.01,119.83,141.24,86.29,101.26,119.71,118.39,101.5,122.8,105.15,81.8,116.23,107.95,101.12,119.63,113.37,122.66,92.46,49.43,100.12,124.04,104.06,128.08,81.57,92.4,90.71,101.45,85.37,117.93,117.39,140.23,103.17,131.73,140.91,138.43,109.75,101.89,132.21,174.4,88.24,108.29,94.52,117.34,105.37,119.59,89.39,72.43,113.88,127.29,92.74,110.39,98.19,103.59,101.9,89.69,102.85,109.39,93.33,87.28,94.55,115.53,136.02,155.36,139.51,134.54,115.18,128.77,99.73,114.56,112.98,122.68,89.48,82.33,113.03,112.6,107.16,104.59,113.04,84.47,105.29,138.82,146.13,144.82
2021-04-05,161.49,170.27,136.08,147.11,125.97,135.64,150.05,165.0,115.56,112.26,117.68,127.18,128.53,143.0,145.97,186.32,134.52,156.78,145.83,165.86,104.59,112.9,170.06,179.72,124.87,135.17,139.39,116.4,150.46,156.09,138.03,180.87,150.45,177.13,122.07,55.09,127.32,144.15,128.01,151.85,109.73,100.59,121.15,131.07,117.28,167.45,161.33,205.49,135.62,173.91,172.17,198.33,153.16,154.7,149.77,171.83,117.74,143.65,125.91,153.77,133.74,171.49,116.15,81.21,153.19,173.62,137.18,171.3,137.2,150.84,143.05,138.11,135.6,142.74,131.77,114.25,127.09,141.98,179.46,208.35,185.83,210.99,152.4,162.83,128.11,146.0,158.29,186.05,111.35,103.28,138.59,140.36,146.15,143.3,154.29,126.12,135.65,182.33,163.97,199.45
2021-04-06,158.0,170.53,138.66,150.26,129.23,140.35,152.52,168.97,116.79,115.36,118.76,117.63,131.35,146.08,145.53,191.9,135.72,158.82,146.05,168.77,105.85,110.2,174.63,190.77,131.96,153.7,142.9,116.41,148.37,156.28,135.26,176.19,148.65,177.56,121.44,52.92,133.46,166.32,126.73,150.57,113.4,111.09,127.52,151.8,110.81,148.59,156.2,208.43,136.94,171.94,174.38,203.92,146.27,143.17,150.77,169.78,120.34,160.51,127.51,156.68,135.11,164.87,119.07,86.1,152.5,174.89,133.22,160.27,143.03,160.74,143.49,140.34,137.81,143.47,133.04,119.59,135.65,155.38,178.54,212.27,155.68,178.01,154.67,166.8,130.24,147.71,152.87,173.63,111.66,111.43,136.07,141.32,147.22,143.34,146.74,131.27,135.55,190.82,157.3,186.27
2021-04-07,158.6,175.86,140.11,145.09,131.53,144.09,142.98,154.37,120.15,117.48,122.73,131.05,136.89,148.6,144.03,198.32,138.66,161.01,150.57,173.9,106.2,111.55,183.5,206.32,129.02,144.15,142.41,114.26,141.77,147.39,131.47,163.39,152.66,183.65,121.54,53.18,139.34,170.96,128.62,155.17,117.15,112.71,131.34,157.86,112.69,150.77,153.15,207.49,128.12,156.82,182.98,224.78,140.93,128.45,152.06,171.17,125.07,158.19,127.72,154.62,136.33,173.09,121.58,88.05,156.94,179.9,134.7,162.59,146.1,166.55,143.44,142.89,138.06,136.46,134.79,121.89,137.95,160.34,184.3,215.73,161.22,196.98,154.04,163.9,133.32,150.65,164.18,192.76,115.9,114.71,139.54,145.97,146.62,134.4,150.51,135.96,135.99,182.12,167.06,200.47
2021-04-08,164.27,178.44,138.46,140.44,136.58,148.38,165.26,181.57,124.3,121.85,129.48,138.92,139.51,153.74,148.38,205.92,143.49,169.12,150.13,175.93,107.72,111.83,191.5,195.72,130.15,129.32,144.27,111.68,150.95,152.03,141.55,174.61,155.27,184.78,129.7,59.94,145.56,187.86,130.47,161.28,121.29,119.22,127.54,143.17,116.64,152.72,164.99,223.82,137.17,173.37,181.79,198.19,144.26,135.53,158.27,189.35,128.72,169.9,133.59,164.36,141.88,175.42,126.3,94.39,158.89,179.3,140.55,170.42,142.16,158.25,154.37,155.56,143.51,144.15,139.21,132.54,141.75,167.36,187.95,223.38,169.61,196.23,162.45,186.72,140.32,163.23,174.28,203.96,118.36,120.26,141.55,146.11,153.72,145.44,154.55,135.26,135.95,177.56,170.3,186.52
2021-04-09,194.14,210.41,162.18,168.66,153.53,176.83,185.37,208.32,143.54,141.79,146.81,164.96,156.67,173.36,164.53,223.89,163.15,196.52,173.04,215.05,116.26,121.84,223.8,245.77,153.6,179.1,176.2,153.41,182.32,198.65,172.19,227.73,188.42,235.51,145.79,74.14,167.61,221.96,144.85,172.77,140.69,152.57,148.48,176.38,135.56,177.95,185.14,253.89,169.87,248.08,214.18,246.31,185.42,190.2,183.19,246.07,153.75,220.93,145.79,177.74,158.28,203.34,138.21,103.88,181.28,219.1,159.42,204.01,168.88,198.99,176.39,175.78,167.33,171.86,156.09,155.32,166.45,203.87,212.41,262.99,211.93,267.98,191.78,251.51,164.55,200.52,200.97,240.74,139.32,153.75,158.72,163.04,169.38,160.4,179.05,164.72,164.47,228.62,190.28,225.25
2021-04-10,181.63,212.14,155.1,157.47,151.29,184.7,188.14,228.04,139.66,155.02,147.84,187.56,157.23,183.47,166.39,225.98,156.43,202.81,162.11,213.55,114.61,122.39,213.6,233.63,146.28,178.02,164.53,145.8,186.54,214.02,169.93,241.5,176.45,224.06,136.55,80.38,178.38,288.49,151.92,205.79,145.85,195.39,141.94,176.45,137.1,202.38,192.06,283.19,161.1,241.48,203.09,236.72,196.58,223.01,186.03,281.73,170.78,262.95,150.0,203.3,159.25,207.94,140.59,125.19,171.74,226.28,162.5,239.34,164.94,208.16,182.39,209.11,154.35,169.38,162.54,182.72,175.97,257.17,201.84,266.64,231.23,323.23,180.18,260.62,169.7,236.63,199.12,245.69,145.99,171.78,162.97,187.4,167.35,173.17,177.34,164.54,163.61,246.29,190.5,233.52
2021-04-11,143.42,143.14,118.15,118.89,113.13,128.02,139.34,140.3,111.76,115.23,110.86,120.88,111.89,120.57,127.18,156.67,108.87,128.41,138.27,160.77,95.63,106.6,143.37,145.34,113.76,131.44,120.45,89.36,143.27,135.42,130.7,165.81,134.52,140.27,106.79,53.92,133.56,173.22,117.49,145.72,101.35,102.43,106.83,121.13,106.26,143.47,144.12,180.3,131.3,176.42,159.12,147.55,139.71,132.14,151.19,196.78,124.84,156.98,103.89,121.81,120.41,143.73,98.18,67.32,136.88,157.92,117.32,146.51,120.41,130.75,132.06,125.22,130.26,137.17,113.46,103.57,120.46,142.51,155.84,169.04,170.88,174.53,140.58,162.77,123.44,152.89,123.37,131.66,115.49,116.78,128.4,135.05,136.68,132.27,140.3,108.68,126.28,165.22,160.11,157.23
2021-04-12,149.92,159.35,133.82,141.29,122.35,132.19,147.32,166.41,110.65,106.97,114.5,109.69,123.75,132.34,132.65,168.16,127.55,144.29,141.46,153.4,102.69,106.92,168.28,176.46,123.72,129.75,136.48,107.55,142.35,143.03,130.87,164.11,143.21,166.06,115.62,48.3,135.4,160.76,116.3,133.77,108.07,97.07,122.18,133.21,105.79,132.68,150.33,196.32,128.36,160.31,168.59,184.7,141.4,142.28,146.29,171.31,116.66,139.28,114.07,129.85,128.27,161.28,107.49,68.85,143.88,159.03,118.57,139.49,131.19,140.09,138.86,134.67,128.85,132.81,121.22,102.82,124.95,136.01,155.31,161.16,156.77,176.66,143.31,149.62,127.39,145.76,152.92,174.29,112.7,107.37,125.43,124.62,139.81,130.27,140.69,117.17,128.74,167.58,154.71,175.35
2021-04-13,147.7,159.66,136.81,143.18,123.4,131.45,147.87,164.54,111.17,106.17,112.17,108.37,131.12,142.03,138.04,181.47,127.35,143.22,143.65,154.11,100.75,104.02,167.96,179.22,127.32,131.13,141.76,112.5,143.82,148.02,135.91,175.88,142.4,167.72,105.26,40.52,137.73,169.88,121.92,143.17,113.69,105.77,129.31,147.96,107.58,133.48,145.62,190.99,131.51,163.92,167.28,180.21,146.91,146.44,142.84,158.3,122.59,154.98,124.75,148.61,130.4,160.39,116.01,84.27,144.01,159.97,118.61,141.14,139.14,152.66,142.45,138.05,133.55,136.34,128.53,113.16,133.93,152.48,155.29,162.17,158.43,176.84,140.97,144.55,128.58,144.5,149.64,170.61,114.95,115.08,125.98,126.04,141.76,134.94,142.55,120.49,131.87,166.17,156.09,180.55
2021-04-14,143.62,154.45,137.87,143.97,125.7,133.84,142.66,157.11,114.24,109.62,112.94,108.94,135.85,152.88,145.45,179.49,128.52,143.59,142.95,154.12,102.51,102.14,170.23,180.01,127.12,125.48,144.15,111.68,146.5,149.84,139.74,176.84,140.38,163.55,106.33,42.58,142.91,182.09,121.33,137.72,117.79,109.77,129.37,139.84,114.3,142.65,138.18,182.98,134.48,169.09,170.92,183.12,145.14,143.51,144.3,158.53,127.19,164.61,123.9,144.49,134.74,173.98,118.91,84.82,147.77,162.78,130.1,155.3,140.05,152.64,139.38,134.61,137.92,139.7,130.6,112.15,137.84,157.11,157.71,166.4,161.95,186.55,139.31,144.47,129.11,144.27,149.82,165.53,117.25,115.35,126.97,123.53,148.65,139.9,140.23,117.3,135.32,169.18,167.09,176.72
2021-04-15,158.61,168.8,139.54,152.98,131.06,140.78,161.01,172.43,119.79,115.71,118.07,110.62,125.56,131.2,144.92,186.72,133.17,152.56,151.71,167.33,105.09,107.06,180.21,188.46,132.34,135.08,147.95,115.0,155.53,154.27,148.48,187.93,155.93,178.65,118.74,52.07,145.07,183.67,130.41,154.56,116.5,102.49,130.74,137.78,121.19,153.38,157.08,206.55,142.4,176.49,185.44,198.44,154.06,153.34,151.43,174.25,124.12,160.83,120.6,136.19,139.83,168.21,113.82,73.17,153.54,171.32,141.89,164.43,142.17,150.25,148.87,140.67,143.5,149.61,131.69,116.17,134.2,144.4,168.98,182.93,168.05,197.55,156.42,172.87,134.39,150.16,158.98,176.96,113.56,101.43,134.89,134.52,156.46,149.07,151.08,121.63,140.55,176.77,164.35,175.18
2021-04-16,187.47,206.1,166.39,177.56,151.46,171.03,181.2,201.61,139.99,137.71,128.15,142.81,147.26,156.15,183.24,231.72,152.43,186.24,175.76,212.5,114.75,115.79,219.33,236.39,159.01,180.4,176.21,142.59,186.56,201.2,164.05,206.79,180.43,222.24,133.99,70.36,143.3,184.78,151.2,179.01,124.62,108.46,152.83,172.54,143.77,199.9,183.93,246.07,164.6,215.81,215.79,251.33,177.43,183.87,176.01,232.32,126.03,163.73,148.37,175.17,156.1,203.63,138.02,102.18,179.85,214.2,170.79,221.36,165.88,190.23,169.93,169.49,167.62,176.77,156.18,146.29,150.92,166.15,197.77,241.26,208.16,252.4,183.04,231.77,155.58,187.58,191.44,224.74,122.91,123.76,160.85,166.07,184.52,181.26,171.56,145.48,171.67,242.12,177.25,189.85
2021-04-17,186.9,233.24,163.88,181.6,149.17,186.29,185.36,223.63,138.05,154.48,130.42,164.52,154.17,175.25,176.11,234.65,147.14,197.3,177.43,244.6,114.61,121.08,211.54,259.38,160.5,212.61,174.84,154.45,199.19,239.51,177.42,250.41,177.11,224.02,130.06,76.59,159.03,249.56,152.92,200.39,129.72,148.6,151.33,189.11,139.52,208.97,186.31,270.93,169.88,246.22,218.66,261.64,190.9,214.9,180.98,280.39,154.22,222.86,154.39,199.06,150.57,196.29,140.71,126.0,175.57,240.66,173.7,259.25,169.68,220.63,173.22,192.02,160.91,191.18,160.28,176.66,165.11,211.79,196.73,269.62,217.05,285.88,187.11,266.67,159.06,219.57,204.3,250.73,137.75,155.72,163.85,186.2,185.63,199.82,163.84,151.18,175.37,283.16,186.86,208.19
2021-04-18,137.18,136.78,127.39,134.67,113.88,130.17,137.82,134.11,113.97,120.04,107.63,124.64,124.18,139.01,141.58,174.94,112.35,138.15,136.04,163.53,97.24,105.27,147.08,161.28,119.21,141.39,127.14,95.95,145.9,138.36,128.95,157.18,135.41,147.9,101.78,53.6,141.44,196.44,121.0,146.33,110.78,127.01,113.07,127.47,107.38,144.69,134.23,161.85,126.55,152.82,164.9,154.63,138.87,130.7,150.51,201.25,129.84,170.83,123.74,151.18,116.95,141.94,112.87,94.45,133.14,152.82,120.84,133.31,127.13,140.5,127.46,119.9,131.86,141.26,123.27,119.13,131.52,162.75,148.12,169.44,166.69,170.69,135.69,151.96,118.21,141.69,120.86,132.94,118.07,122.38,126.21,128.58,146.58,147.69,135.09,105.2,131.24,171.14,161.83,156.59
2021-04-19,145.85,155.07,142.43,157.9,122.24,130.03,145.23,163.24,113.18,108.41,110.6,106.67,127.66,137.57,137.51,170.61,119.1,132.21,137.85,149.78,102.57,102.45,166.15,180.63,119.28,115.95,136.36,103.05,133.49,133.25,132.38,165.1,141.26,163.96,115.64,50.01,153.25,213.38,118.02,138.53,117.1,123.16,123.13,129.25,107.93,136.37,146.49,187.51,128.09,156.76,165.66,181.7,127.81,119.38,145.65,171.74,134.25,174.61,121.55,144.55,128.92,162.94,112.07,80.94,140.6,153.36,129.71,164.88,132.97,141.08,139.68,138.51,130.29,131.97,125.7,108.45,139.58,165.54,152.15,159.93,152.33,165.99,140.61,145.07,125.19,140.94,147.61,165.81,125.44,123.73,123.0,120.18,142.12,136.04,141.12,120.12,126.87,156.14,144.27,161.54
2021-04-20,147.76,161.28,145.67,169.24,124.05,132.75,143.42,154.35,117.93,113.86,114.7,116.75,135.79,150.21,145.96,191.5,120.85,135.43,141.55,153.63,101.68,98.62,172.38,189.33,119.96,115.45,131.88,98.58,140.31,143.43,121.77,150.21,143.06,164.95,122.31,52.07,156.6,209.84,128.54,154.71,127.48,135.17,125.29,130.52,113.45,145.93,150.21,199.38,115.5,135.64,172.54,190.86,142.1,133.58,146.73,167.21,134.56,172.91,128.86,159.93,133.08,165.93,121.86,94.43,144.78,160.41,129.73,157.2,135.9,142.96,134.74,133.47,135.15,140.27,132.04,118.23,152.6,183.9,153.63,164.01,165.19,181.89,142.5,148.88,130.48,147.98,154.7,176.77,121.2,120.72,129.74,134.29,147.35,142.19,142.93,121.78,132.25,166.74,157.53,170.79
2021-04-21,146.25,157.15,146.52,173.78,124.02,132.67,147.04,163.89,114.81,109.15,114.95,108.59,127.63,135.88,137.83,177.13,125.16,138.77,141.86,149.99,104.1,100.47,175.05,195.08,124.58,120.31,133.6,100.21,145.99,147.83,136.9,171.25,138.62,158.63,121.21,50.31,147.45,197.34,122.22,141.95,121.78,110.97,127.09,130.51,115.57,145.31,148.51,196.03,129.14,155.3,182.02,219.19,143.42,135.73,144.89,160.89,126.87,160.0,119.4,136.15,133.99,164.69,110.76,74.56,145.93,161.66,136.12,159.76,127.98,132.85,141.18,140.04,138.53,143.62,125.08,103.33,139.67,153.15,155.96,166.05,165.68,192.14,140.67,142.28,129.17,144.22,158.21,175.55,112.89,96.97,128.27,124.69,151.52,143.74,138.45,111.3,132.98,161.17,164.16,181.28
2021-04-22,162.87,170.26,148.15,160.26,128.91,139.46,156.49,168.5,119.06,112.58,125.57,125.11,137.97,143.06,146.23,186.13,132.49,150.26,149.1,162.11,106.92,104.94,183.57,195.76,136.35,141.84,147.76,112.2,160.85,168.9,146.51,181.43,153.43,175.74,126.72,56.38,152.27,190.76,126.04,143.42,124.2,114.49,134.42,143.5,126.48,168.81,158.42,204.03,139.72,172.69,184.72,212.55,154.28,143.53,153.34,180.62,136.66,169.79,127.39,143.33,138.83,169.65,118.58,81.92,152.05,164.07,150.34,201.75,140.55,148.06,146.89,138.5,139.69,142.56,133.62,110.98,143.64,156.89,169.16,180.68,181.64,207.22,153.05,167.2,135.51,150.93,174.36,196.05,121.09,115.08,135.56,131.61,150.68,143.77,150.88,119.29,144.5,191.05,178.53,209.81
2021-04-23,190.9,204.82,170.45,188.18,148.52,168.35,176.61,193.1,137.95,134.73,146.29,163.91,165.21,181.84,174.07,233.58,152.78,183.99,174.54,209.97,115.84,119.46,218.85,245.44,156.6,180.53,175.76,143.63,191.36,208.98,171.62,223.8,183.76,224.64,140.12,71.87,177.08,251.66,152.07,184.13,144.34,150.27,158.02,180.18,142.2,182.98,183.58,242.57,167.7,230.46,206.6,234.68,187.44,205.87,183.47,245.4,162.71,210.58,155.38,184.21,155.96,199.28,143.9,114.05,176.21,211.04,171.8,226.72,168.9,194.28,166.74,161.76,156.27,164.07,163.23,157.25,171.78,217.48,195.19,227.15,221.81,260.9,177.11,220.98,153.34,183.27,207.99,243.55,144.39,155.25,159.63,166.44,172.69,169.72,176.95,149.15,173.48,248.25,197.43,211.34
2021-04-24,164.9,193.43,171.26,189.37,148.67,176.0,174.04,214.25,134.13,149.46,148.4,190.4,170.9,203.33,172.47,232.07,147.81,197.36,150.69,204.43,116.92,123.86,206.33,233.88,155.66,206.59,171.3,155.54,202.66,244.61,184.72,265.17,170.11,222.31,142.3,86.85,181.44,287.3,150.49,198.39,145.06,194.64,149.34,182.32,141.84,206.3,180.25,249.89,170.59,271.59,212.59,234.68,201.62,229.03,183.85,278.11,174.43,256.86,161.31,211.6,154.97,218.33,148.9,138.03,157.01,208.77,173.12,270.6,165.22,203.65,177.9,197.75,143.72,158.39,164.49,181.61,181.85,262.39,167.26,217.1,235.74,306.72,166.49,243.95,169.07,238.6,206.33,244.24,146.19,168.58,155.24,173.61,162.21,166.61,162.05,150.11,176.19,297.09,200.61,223.33
2021-04-25,143.61,141.31,134.6,143.81,111.68,121.22,138.03,141.51,105.54,107.2,115.87,134.66,114.09,123.97,133.82,164.7,114.58,139.49,138.38,165.4,97.71,104.16,144.06,140.25,118.79,133.2,131.89,100.56,146.06,134.69,130.81,155.48,138.33,151.65,107.34,56.14,133.11,161.22,117.12,141.84,95.69,91.25,115.36,128.26,103.32,127.66,138.89,166.33,132.54,171.56,164.17,152.82,141.91,131.68,151.51,195.89,120.13,146.03,112.84,132.73,123.93,150.71,103.35,80.0,135.92,156.65,117.02,135.72,125.75,137.36,130.56,121.14,117.86,122.03,120.44,109.36,114.57,126.65,147.16,165.54,173.38,162.86,136.47,161.46,123.28,153.26,120.49,123.53,112.37,98.5,123.56,125.34,128.88,129.79,139.07,102.29,133.84,167.15,173.28,163.2
2021-04-26,145.14,151.66,153.54,176.41,117.63,124.52,145.4,161.88,109.56,104.96,116.49,118.53,127.54,139.94,136.66,173.55,123.09,137.64,137.73,150.89,100.7,103.54,163.94,173.2,127.35,138.33,139.26,108.69,148.26,150.7,134.93,177.5,142.62,168.85,115.21,49.08,139.03,164.22,120.12,142.24,112.11,104.39,125.8,133.49,112.1,137.76,148.84,190.67,130.35,162.19,176.52,196.36,145.28,145.53,143.77,160.02,128.28,159.98,122.83,144.21,130.32,163.88,113.68,79.78,142.72,158.3,133.67,160.96,135.08,145.18,139.06,137.57,125.58,127.47,126.78,107.01,130.79,140.59,152.15,160.86,170.61,203.17,140.71,147.25,126.2,144.46,143.61,154.57,113.15,106.41,127.84,129.12,138.64,130.52,143.28,118.92,132.75,167.55,168.45,175.14
2021-04-27,145.69,155.99,155.16,175.44,119.14,124.97,146.28,156.32,113.58,108.5,112.2,105.2,132.09,144.85,142.68,194.5,123.59,136.9,140.8,153.47,98.93,98.2,174.55,183.5,136.18,154.09,145.25,116.3,151.47,154.43,137.65,173.34,145.03,172.71,117.39,48.16,146.13,180.66,127.4,155.07,116.77,109.81,136.37,159.54,113.16,138.14,149.45,196.71,132.9,168.03,181.89,202.63,147.57,143.61,139.37,146.72,135.05,167.24,126.53,150.32,129.65,159.71,118.32,83.01,146.71,163.75,142.64,172.62,144.81,160.45,135.99,138.55,128.8,132.54,132.79,117.06,137.26,151.58,154.32,160.36,169.32,194.7,142.62,144.6,126.23,141.24,151.27,170.85,115.04,106.7,130.6,132.63,140.91,131.14,148.56,124.68,140.62,177.09,166.81,178.55
2021-04-28,151.72,160.81,153.56,183.22,122.66,129.38,142.49,150.67,117.27,112.83,115.86,114.88,138.26,150.13,151.58,205.77,126.92,139.45,145.49,157.43,104.73,96.97,177.14,192.68,127.72,122.23,139.53,104.1,147.5,148.54,136.24,167.67,144.24,168.4,123.2,50.96,146.92,188.36,133.01,163.05,119.24,110.56,134.43,147.85,122.98,167.21,152.86,197.86,126.38,154.17,190.96,225.58,149.79,146.45,143.02,149.72,129.38,163.1,134.86,166.93,133.32,154.32,125.51,94.98,150.74,169.23,141.46,179.01,140.38,152.22,133.49,127.64,134.5,141.82,138.36,124.59,139.81,159.78,158.49,163.83,180.52,236.29,142.73,144.93,127.51,143.47,162.25,185.08,114.35,105.37,135.29,136.21,146.29,135.43,147.46,122.45,140.6,179.09,174.65,206.35
2021-04-29,164.09,170.38,154.35,164.66,127.79,139.01,150.67,168.07,123.0,116.84,129.96,134.31,136.06,139.28,149.2,194.76,133.24,150.61,153.7,163.09,103.36,102.91,190.34,208.68,135.95,137.59,146.0,109.45,161.33,170.1,154.24,201.6,151.71,180.59,127.9,55.61,144.48,179.14,131.49,155.5,119.97,103.0,135.73,142.76,131.01,179.26,161.64,205.19,142.74,181.68,204.29,229.98,163.3,170.75,150.68,169.36,128.89,162.75,127.95,148.6,140.36,172.47,120.07,83.46,155.01,172.86,149.67,179.79,142.56,154.22,152.9,153.05,141.17,147.5,133.97,114.28,136.25,145.91,169.97,181.02,194.99,234.04,148.5,156.87,132.32,148.96,178.08,202.99,117.1,108.87,142.54,140.02,152.67,145.19,153.17,126.22,149.44,192.45,186.39,219.45
2021-04-30,199.8,220.13,183.13,203.95,147.63,168.28,193.93,221.67,143.82,141.17,153.38,176.8,166.47,178.65,179.06,240.33,153.83,181.79,178.06,209.17,114.25,115.21,222.08,250.42,164.67,188.02,183.35,148.15,198.78,220.78,185.27,251.92,199.9,244.76,145.07,73.02,167.55,227.59,157.59,186.98,144.81,146.85,165.37,191.93,153.63,216.41,197.57,261.76,176.73,243.17,247.5,299.27,202.93,228.27,177.81,228.49,155.32,208.06,155.31,187.02,165.74,214.43,144.19,109.43,184.85,223.71,181.33,238.89,177.5,207.63,187.2,203.22,158.55,161.15,164.82,151.31,169.29,209.09,200.99,238.37,237.76,306.01,186.28,236.81,153.41,182.5,214.8,257.06,136.04,137.09,168.46,174.38,176.19,173.92,181.25,158.13,183.44,253.38,217.98,282.52
2021-05-01,201.58,236.38,186.16,205.64,143.29,172.0,187.6,232.87,139.54,154.96,150.5,188.46,171.46,201.06,177.53,239.64,148.67,196.64,185.17,249.28,115.46,122.58,219.13,253.77,171.58,247.78,184.84,167.42,211.52,270.37,189.39,278.13,176.94,256.39,144.36,85.58,185.64,284.24,162.96,217.7,146.51,182.11,164.43,211.16,153.62,250.5,205.27,279.57,179.89,279.27,243.22,292.95,214.99,280.74,180.72,268.01,165.56,239.61,163.74,219.21,162.8,221.79,147.43,135.48,183.31,255.41,173.55,266.78,177.18,230.51,182.22,203.46,148.92,167.3,168.79,182.52,180.06,257.18,202.67,275.53,248.12,347.67,189.72,274.88,147.03,202.49,213.47,274.76,144.16,166.95,172.25,200.24,173.15,187.73,175.76,159.95,191.84,315.65,212.3,242.35
2021-05-02,139.59,134.19,140.61,155.4,110.55,121.01,126.02,125.41,111.75,115.89,109.1,113.67,133.59,148.47,146.48,171.64,115.21,140.7,134.32,156.9,96.86,105.39,151.73,156.13,131.21,174.12,134.6,100.89,153.75,148.58,134.55,166.07,135.31,150.76,96.34,47.94,153.58,199.76,128.35,162.55,114.12,127.31,131.16,166.89,111.67,146.24,131.05,151.97,125.61,157.88,192.91,184.26,149.93,151.64,147.62,192.3,137.34,170.72,131.37,164.95,128.54,151.21,117.14,99.38,136.75,158.51,123.04,147.56,134.33,149.97,128.01,118.66,124.31,129.79,130.7,124.53,141.63,185.84,148.71,166.62,184.98,185.88,133.87,149.3,119.64,148.57,125.28,140.29,119.65,113.9,132.94,137.02,139.81,141.71,142.36,105.52,145.03,192.48,189.38,167.76
